year_film,year_award,ceremony,category,nominee,film,win
1980,1981,38,Best Performance by an Actor in a Television Series - Musical or Comedy,Gavin MacLeod,The Love Boat,False
1980,1981,38,Best Performance by an Actor in a Television Series - Musical or Comedy,Wayne Rogers,House Calls,False
1980,1981,38,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Valerie Bertinelli,One Day at a Time,True
1980,1981,38,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Diane Ladd,Alice,True
1980,1981,38,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Marilu Henner,Taxi,False
1980,1981,38,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Beth Howland,Alice,False
1980,1981,38,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Linda Kelsey,Lou Grant,False
1980,1981,38,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Pat Harrington,One Day at a Time,True
1980,1981,38,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Vic Tayback,Alice,True
1980,1981,38,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Danny DeVito,Taxi,False
1980,1981,38,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Andy Kaufman,Taxi,False
1980,1981,38,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Geoffrey Lewis,Flo,False
1980,1981,38,New Star Of The Year - Actress,Nastassja Kinski,Tess,True
1980,1981,38,New Star Of The Year - Actress,Dolly Parton,Nine to Five (1980),False
1980,1981,38,New Star Of The Year - Actress,Debra Winger,Urban Cowboy,False
1980,1981,38,New Star Of The Year - Actress,Nancy Allen,Dressed To Kill,False
1980,1981,38,New Star Of The Year - Actress,Cathy Moriarty,Raging Bull,False
1980,1981,38,New Star Of The Year - Actor,Timothy Hutton,Ordinary People,True
1980,1981,38,New Star Of The Year - Actor,Christopher Atkins,"Blue Lagoon, The",False
1980,1981,38,New Star Of The Year - Actor,William Hurt,Altered States,False
1980,1981,38,New Star Of The Year - Actor,Michael O'Keefe,"Great Santini, The",False
1980,1981,38,New Star Of The Year - Actor,Steve Railsback,"Stunt Man, The",False
1981,1982,39,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,"French Lieutenant's Woman, The",True
1981,1982,39,Best Performance by an Actress in a Motion Picture - Drama,Katharine Hepburn,On Golden Pond,False
1981,1982,39,Best Performance by an Actress in a Motion Picture - Drama,Diane Keaton,Reds,False
1981,1982,39,Best Performance by an Actress in a Motion Picture - Drama,Sissy Spacek,Raggedy Man,False
1981,1982,39,Best Performance by an Actress in a Motion Picture - Drama,Sally Field,Absence of Malice,False
1981,1982,39,Best Performance by an Actor in a Motion Picture - Drama,Henry Fonda,On Golden Pond,True
1981,1982,39,Best Performance by an Actor in a Motion Picture - Drama,Warren Beatty,Reds,False
1981,1982,39,Best Performance by an Actor in a Motion Picture - Drama,Timothy Hutton,Taps,False
1981,1982,39,Best Performance by an Actor in a Motion Picture - Drama,Burt Lancaster,Atlantic City,False
1981,1982,39,Best Performance by an Actor in a Motion Picture - Drama,Treat Williams,Prince of the City,False
1981,1982,39,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Bernadette Peters,Pennies from Heaven,True
1981,1982,39,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Blair Brown,Continental Divide,False
1981,1982,39,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Carol Burnett,"Four Seasons, The",False
1981,1982,39,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jill Clayburgh,First Monday in October,False
1981,1982,39,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Liza Minnelli,Arthur,False
1981,1982,39,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dudley Moore,Arthur,True
1981,1982,39,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Walter Matthau,First Monday in October,False
1981,1982,39,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Alan Alda,"Four Seasons, The",False
1981,1982,39,Best Performance by an Actor in a Motion Picture - Musical or Comedy,George Hamilton,"Zorro, The Gay Blade",False
1981,1982,39,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Steve Martin,Pennies from Heaven,False
1981,1982,39,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Hackett,Only When I Laugh,True
1981,1982,39,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jane Fonda,On Golden Pond,False
1981,1982,39,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kristy McNichol,Only When I Laugh,False
1981,1982,39,Best Performance by an Actress in a Supporting Role in any Motion Picture,Maureen Stapleton,Reds,False
1981,1982,39,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mary Steenburgen,Ragtime,False
1981,1982,39,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Gielgud,Arthur,True
1981,1982,39,Best Performance by an Actor in a Supporting Role in any Motion Picture,James Coco,Only When I Laugh,False
1981,1982,39,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jack Nicholson,Reds,False
1981,1982,39,Best Performance by an Actor in a Supporting Role in any Motion Picture,Howard E. Rollins Jr.,Ragtime,False
1981,1982,39,Best Performance by an Actor in a Supporting Role in any Motion Picture,Orson Welles,Butterfly,False
1981,1982,39,Best Director - Motion Picture,Warren Beatty,Reds,True
1981,1982,39,Best Director - Motion Picture,Mark Rydell,On Golden Pond,False
1981,1982,39,Best Director - Motion Picture,Steven Spielberg,Raiders of the Lost Ark,False
1981,1982,39,Best Director - Motion Picture,Milos Forman,Ragtime,False
1981,1982,39,Best Director - Motion Picture,Sidney Lumet,Prince of the City,False
1981,1982,39,Best Director - Motion Picture,Louis Malle,Atlantic City,False
1981,1982,39,Best Screenplay - Motion Picture,Ernest Thompson,On Golden Pond,True
1981,1982,39,Best Screenplay - Motion Picture,Warren Beatty,Reds,False
1981,1982,39,Best Screenplay - Motion Picture,Kurt Luedtke,Absence of Malice,False
1981,1982,39,Best Screenplay - Motion Picture,Alan Alda,"Four Seasons, The",False
1981,1982,39,Best Screenplay - Motion Picture,Harold Pinter,"French Lieutenant's Woman, The",False
1981,1982,39,Best Motion Picture - Foreign Language,Chariots of Fire,"United Kingdom, Hugh Hudson",True
1981,1982,39,Best Motion Picture - Foreign Language,Atlantic City,"Canada, Louis Malle",False
1981,1982,39,Best Motion Picture - Foreign Language,Das Boot,"West Germany, Wolfgang Petersen",False
1981,1982,39,Best Motion Picture - Foreign Language,Gallipoli,"Australia, Peter Weir",False
1981,1982,39,Best Motion Picture - Foreign Language,Pixote,"Brazil, Hector Babenco",False
1981,1982,39,Best Original Song - Motion Picture,"Arthur's Theme (Best That You Can Do), Carole Bayer Sager, Burt Bacharach, Peter Allen",Arthur,True
1981,1982,39,Best Original Song - Motion Picture,"For Your Eyes Only, Bill Conti, Mick Leeson, Sheena Easton",For Your Eyes Only,False
1981,1982,39,Best Original Song - Motion Picture,"It's Wrong For Me To Love You, Ennio Morricone, Carol Connors, Pia Zadora",Butterfly,False
1981,1982,39,Best Original Song - Motion Picture,"One More Hour, Randy Newman, Jennifer Warnes",Ragtime,False
1981,1982,39,Best Television Series - Drama,Steven Bochco,Hill Street Blues,True
1981,1982,39,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jane Seymour,East of Eden (TV),True
1981,1982,39,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Ellen Burstyn,"People Vs. Jean Harris, The",False
1981,1982,39,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Glenda Jackson,"Patricia Neal Story, The",False
1981,1982,39,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jaclyn Smith,Jacqueline Bouvier Kennedy,False
1981,1982,39,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Joanne Woodward,Crisis at Central High,False
1981,1982,39,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Mickey Rooney,Bill,True
1981,1982,39,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Dirk Bogarde,"Patricia Neal Story, The",False
1981,1982,39,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Timothy Hutton,"Long Way Home, A",False
1981,1982,39,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Danny Kaye,Skokie,False
1981,1982,39,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Peter O'Toole,Masada,False
1981,1982,39,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Ray Sharkey,"Ordeal of Bill Carney, The",False
1981,1982,39,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Peter Strauss,Masada,False
1981,1982,39,Best Performance by an Actress In A Television Series - Drama,Joan Collins,Dynasty (1981-1989),True
1981,1982,39,Best Performance by an Actress In A Television Series - Drama,Linda Evans,Dynasty (1981-1989),True
1981,1982,39,Best Performance by an Actress In A Television Series - Drama,Barbara Bel Geddes,Dallas,False
1981,1982,39,Best Performance by an Actress In A Television Series - Drama,Morgan Fairchild,Flamingo Road,False
1981,1982,39,Best Performance by an Actress In A Television Series - Drama,Linda Gray,Dallas,False
1981,1982,39,Best Performance by an Actress In A Television Series - Drama,Stefanie Powers,Hart To Hart,False
1981,1982,39,Best Performance by an Actor In A Television Series - Drama,Daniel J. Travanti,Hill Street Blues,True
1981,1982,39,Best Performance by an Actor In A Television Series - Drama,Ed Asner,Lou Grant,False
1981,1982,39,Best Performance by an Actor In A Television Series - Drama,John Forsythe,Dynasty (1981-1989),False
1981,1982,39,Best Performance by an Actor In A Television Series - Drama,Larry Hagman,Dallas,False
1981,1982,39,Best Performance by an Actor In A Television Series - Drama,Tom Selleck,"Magnum, P. I.",False
1981,1982,39,Best Performance by an Actress in a Television Series - Musical or Comedy,Eileen Brennan,Private Benjamin (TV),True
1981,1982,39,Best Performance by an Actress in a Television Series - Musical or Comedy,Loni Anderson,WKRP In Cincinnati,False
1981,1982,39,Best Performance by an Actress in a Television Series - Musical or Comedy,Bonnie Franklin,One Day at a Time,False
1981,1982,39,Best Performance by an Actress in a Television Series - Musical or Comedy,Barbara Mandrell,Barbara Mandrell and the Mandrell Sisters,False
1981,1982,39,Best Performance by an Actress in a Television Series - Musical or Comedy,Loretta Swit,M*A*S*H (TV Show),False
1981,1982,39,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda,M*A*S*H (TV Show),True
1981,1982,39,Best Performance by an Actor in a Television Series - Musical or Comedy,Gavin MacLeod,The Love Boat,False
1981,1982,39,Best Performance by an Actor in a Television Series - Musical or Comedy,Tony Randall,"Love, Sidney",False
1981,1982,39,Best Performance by an Actor in a Television Series - Musical or Comedy,James Garner,Brett Maverick,False
1981,1982,39,Best Performance by an Actor in a Television Series - Musical or Comedy,Judd Hirsch,Taxi,False
1981,1982,39,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Valerie Bertinelli,One Day at a Time,True
1981,1982,39,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Lauren Tewes,The Love Boat,False
1981,1982,39,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Danielle Brisebois,Archie Bunker's Place,False
1981,1982,39,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Marilu Henner,Taxi,False
1981,1982,39,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Beth Howland,Alice,False
1981,1982,39,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Hillerman,"Magnum, P. I.",True
1981,1982,39,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Danny DeVito,Taxi,False
1981,1982,39,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Pat Harrington,One Day at a Time,False
1981,1982,39,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Vic Tayback,Alice,False
1981,1982,39,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Herve Villechaize,Fantasy Island,False
1981,1982,39,New Star Of The Year,Pia Zadora,Butterfly,True
1981,1982,39,New Star Of The Year,Rachel Ward,Sharky's Machine,False
1981,1982,39,New Star Of The Year,Craig Wasson,Four Friends,False
